 VTW   BTW    VAW    BAW      V      VMG    PHI   REEF    FLAT      CL  IT SAIL                                                                                                                           
20.0  157.0  12.65  143.83  7.387  -6.800   2.4  1.0000  1.0000   .7507  2  Poled Asym
20.0  156.0  12.71  142.32  7.406  -6.766   2.5  1.0000  1.0000   .7892  2  Poled Asym
20.0  155.0  12.78  140.81  7.425  -6.729   2.6  1.0000  1.0000   .8276  2  Poled Asym
20.0  154.0  12.85  139.31  7.444  -6.691   2.7  1.0000  1.0000   .8658  2  Poled Asym
20.0  153.0  12.92  137.82  7.464  -6.651   2.8  1.0000  1.0000   .9039  2  Poled Asym
20.0  152.0  12.99  136.34  7.484  -6.608   2.9  1.0000  1.0000   .9417  2  Poled Asym
20.0  151.0  13.07  134.87  7.505  -6.564   3.0  1.0000  1.0000   .9793  2  Poled Asym
20.0  150.0  13.15  133.41  7.525  -6.517   3.1  1.0000  1.0000  1.0166  2  Poled Asym
20.0  149.0  13.23  131.96  7.546  -6.468   3.2  1.0000  1.0000  1.0536  2  Poled Asym
20.0  148.0  13.31  130.52  7.568  -6.418   3.3  1.0000  1.0000  1.0903  2  Poled Asym
20.0  147.0  13.40  129.08  7.589  -6.365   3.4  1.0000  1.0000  1.1267  2  Poled Asym
20.0  146.0  13.49  127.66  7.612  -6.310   3.5  1.0000  1.0000  1.1629  2  Poled Asym
20.0  145.0  13.58  126.25  7.634  -6.253   3.7  1.0000  1.0000  1.1986  2  Poled Asym
20.0  144.0  13.68  124.85  7.657  -6.194   3.8  1.0000  1.0000  1.2338  2  Poled Asym
20.0  143.0  13.78  123.46  7.680  -6.133   3.9  1.0000  1.0000  1.2684  2  Poled Asym
20.0  142.0  13.88  122.08  7.703  -6.070   4.1  1.0000  1.0000  1.3024  2  Poled Asym
20.0  141.0  13.98  120.72  7.726  -6.004   4.3  1.0000  1.0000  1.3357  2  Poled Asym
20.0  140.0  14.08  119.36  7.749  -5.936   4.4  1.0000  1.0000  1.3683  2  Poled Asym
20.0  139.0  14.19  118.02  7.772  -5.865   4.6  1.0000  1.0000  1.4001  2  Poled Asym
20.0  138.0  14.30  116.69  7.795  -5.793   4.9  1.0000  1.0000  1.4312  2  Poled Asym
20.0  137.0  14.41  115.37  7.818  -5.718   5.1  1.0000  1.0000  1.4615  2  Poled Asym
20.0  136.0  14.52  114.07  7.841  -5.640   5.4  1.0000  1.0000  1.4911  3  Poled Asym
20.0  135.0  14.64  112.78  7.864  -5.561   5.9  1.0000  1.0000  1.5201  3  Poled Asym
20.0  134.0  14.75  111.52  7.887  -5.478   6.6  1.0000  1.0000  1.5484  3  Poled Asym
20.0  133.0  14.87  110.26  7.909  -5.394   7.4  1.0000  1.0000  1.5760  2  Poled Asym
20.0  132.0  14.99  109.02  7.931  -5.307   8.2  1.0000  1.0000  1.6029  2  Poled Asym
20.0  131.0  15.11  107.80  7.952  -5.217   9.0  1.0000  1.0000  1.6292  2  Poled Asym
20.0  130.0  15.22  106.58  7.973  -5.125   9.9  1.0000  1.0000  1.6548  2  Poled Asym
20.0  129.0  15.34  105.38  7.993  -5.030  10.8  1.0000  1.0000  1.6797  2  Poled Asym
20.0  128.0  15.47  104.20  8.012  -4.932  11.7  1.0000  1.0000  1.7040  2  Poled Asym
20.0  127.0  15.59  103.02  8.029  -4.832  12.6  1.0000  1.0000  1.7276  2  Poled Asym
20.0  126.0  15.71  101.86  8.046  -4.729  13.6  1.0000  1.0000  1.7507  2  Poled Asym
20.0  125.0  15.83  100.70  8.060  -4.623  14.7  1.0000  1.0000  1.7731  2  Poled Asym
20.0  124.0  15.94   99.56  8.073  -4.515  15.8  1.0000  1.0000  1.7948  3  Poled Asym
20.0  123.0  16.06   98.43  8.084  -4.403  16.9  1.0000  1.0000  1.8160  3  Poled Asym
20.0  122.0  16.17   97.30  8.092  -4.288  18.1  1.0000  1.0000  1.8366  3  Poled Asym
20.0  121.0  16.29   96.19  8.098  -4.171  19.3  1.0000  1.0000  1.8566  3  Poled Asym
20.0  120.0  16.39   95.08  8.099  -4.049  20.5  1.0000  1.0000  1.8759  3  Poled Asym
20.0  119.0  16.50   94.02  8.085  -3.919  21.8  1.0000  1.0000  1.8941  3  Poled Asym
20.0  118.0  16.64   93.00  8.061  -3.784  21.9  1.0000   .9750  1.8631  2  Poled Asym
20.0  117.0  16.78   91.99  8.039  -3.649  21.9  1.0000   .9506  1.8320  2  Poled Asym
20.0  116.0  16.92   90.98  8.016  -3.514  21.9  1.0000   .9271  1.8017  2  Poled Asym
20.0  115.0  17.06   89.98  7.994  -3.378  21.9  1.0000   .9045  1.7722  2  Poled Asym
20.0  114.0  17.19   88.98  7.972  -3.243  21.9  1.0000   .8825  1.7429  2  Poled Asym
20.0  113.0  17.33   87.99  7.950  -3.106  21.9   .9991   .8627  1.7147  3  Poled Asym
20.0  112.0  17.45   86.99  7.928  -2.970  21.9   .9933   .8514  1.6899  2  Poled Asym
20.0  111.0  17.57   85.99  7.907  -2.833  21.9   .9873   .8408  1.6658  2  Poled Asym
20.0  110.0  17.69   85.00  7.885  -2.697  21.9   .9811   .8309  1.6422  2  Poled Asym
20.0  109.0  17.81   84.01  7.864  -2.560  21.9   .9747   .8217  1.6192  2  Poled Asym
20.0  108.0  17.93   83.03  7.842  -2.423  21.9   .9682   .8130  1.5968  2  Poled Asym
20.0  107.0  18.05   82.06  7.821  -2.286  21.8   .9615   .8050  1.5750  2  Poled Asym
20.0  106.0  18.16   81.10  7.799  -2.150  21.8   .9547   .7975  1.5536  2  Poled Asym
20.0  105.0  18.28   80.14  7.778  -2.013  21.8   .9479   .7905  1.5328  2  Poled Asym
20.0  104.0  18.39   79.19  7.756  -1.876  21.8   .9409   .7839  1.5124  2  Poled Asym
20.0  103.0  18.50   78.24  7.734  -1.740  21.8   .9339   .7777  1.4925  2  Poled Asym
20.0  102.0  18.61   77.31  7.713  -1.603  21.8   .9269   .7719  1.4729  2  Poled Asym
20.0  101.0  18.72   76.37  7.691  -1.467  21.8   .9199   .7663  1.4538  2  Poled Asym
20.0  100.0  18.83   75.45  7.669  -1.332  21.8   .9129   .7610  1.4351  2  Poled Asym
20.0   99.0  18.93   74.53  7.647  -1.196  21.8   .9059   .7560  1.4167  2  Poled Asym
20.0   98.0  19.04   73.62  7.625  -1.061  21.8   .8990   .7511  1.3988  2  Poled Asym
20.0   97.0  19.14   72.72  7.602   -.926  21.8   .8921   .7465  1.3811  2  Poled Asym
20.0   96.0  19.25   71.82  7.580   -.792  21.8   .8853   .7421  1.3639  2  Poled Asym
20.0   95.0  19.35   70.92  7.557   -.659  21.8   .8785   .7379  1.3470  2  Poled Asym
20.0   94.0  19.45   70.02  7.541   -.526  21.7   .8716   .7339  1.3299  2  Poled Asym
20.0   93.0  19.55   69.15  7.517   -.393  21.7   .8652   .7299  1.3138  2  Poled Asym
20.0   92.0  19.65   68.28  7.492   -.261  21.7   .8589   .7261  1.2981  2  Poled Asym
20.0   91.0  19.75   67.41  7.467   -.130  21.7   .8528   .7223  1.2826  2  Poled Asym
20.0   90.0  19.85   66.56  7.443    .000  21.7   .8469   .7187  1.2675  2  Poled Asym
20.0   89.0  19.94   65.71  7.418    .130  21.7   .8412   .7151  1.2527  2  Poled Asym
20.0   88.0  20.04   64.86  7.392    .258  21.7   .8357   .7115  1.2382  2  Poled Asym
20.0   87.0  20.13   64.02  7.367    .386  21.7   .8304   .7079  1.2240  2  Poled Asym
20.0   86.0  20.23   63.19  7.342    .512  21.7   .8253   .7044  1.2101  2  Poled Asym
20.0   85.0  20.32   62.36  7.316    .638  21.7   .8205   .7009  1.1965  2  Poled Asym
20.0   84.0  20.41   61.54  7.291    .762  21.7   .8160   .6973  1.1832  2  Poled Asym
20.0   83.0  20.50   60.72  7.265    .885  21.7   .8117   .6937  1.1701  2  Poled Asym
20.0   82.0  20.59   59.90  7.239   1.008  21.7   .8077   .6900  1.1573  2  Poled Asym
20.0   81.0  20.68   59.10  7.213   1.128  21.7   .8040   .6862  1.1446  2  Poled Asym
20.0   80.0  20.77   58.29  7.187   1.248  21.7   .8007   .6823  1.1323  2  Poled Asym
20.0   79.0  20.86   57.49  7.161   1.366  21.7   .7976   .6783  1.1201  2  Poled Asym
20.0   78.0  20.94   56.70  7.134   1.483  21.7   .7948   .6742  1.1081  2  Poled Asym
20.0   77.0  21.03   55.91  7.108   1.599  21.7   .7923   .6699  1.0963  2  Poled Asym
20.0   76.0  21.12   55.12  7.081   1.713  21.7   .7901   .6654  1.0847  2  Poled Asym
20.0   75.0  21.20   54.34  7.054   1.826  21.7   .7884   .6607  1.0733  2  Poled Asym
20.0   74.0  21.28   53.57  7.027   1.937  21.7   .7869   .6556  1.0619  2  Poled Asym
20.0   73.0  21.37   52.80  6.999   2.046  21.7   .7859   .6502  1.0506  2  Poled Asym
20.0   72.0  21.45   52.03  6.971   2.154  21.7   .7853   .6443  1.0394  2  Poled Asym
20.0   71.0  21.53   51.27  6.943   2.261  21.7   .7851   .6379  1.0283  2  Poled Asym
20.0   70.0  21.61   50.51  6.914   2.365  21.6   .7853   .6310  1.0172  3  Poled Asym
20.0   69.0  21.69   49.75  6.885   2.467  21.6   .7860   .6235  1.0061  3  Poled Asym
20.0   68.0  21.77   49.01  6.855   2.568  21.6   .7871   .6155   .9950  3  Poled Asym
20.0   67.0  21.85   48.26  6.825   2.667  21.6   .7886   .6070   .9839  3  Poled Asym
20.0   66.0  21.93   47.52  6.794   2.763  21.6   .7905   .5981   .9728  3  Poled Asym
20.0   65.0  22.00   46.78  6.762   2.858  21.6   .7929   .5889   .9618  3  Poled Asym
20.0   64.0  22.08   46.05  6.729   2.950  21.6   .7957   .5793   .9507  3  Poled Asym
20.0   63.0  22.15   45.32  6.695   3.040  21.6   .7989   .5693   .9397  3  Poled Asym
20.0   62.0  22.22   44.60  6.661   3.127  21.6   .8026   .5592   .9287  3  Poled Asym
20.0   61.0  22.29   43.87  6.625   3.212  21.6   .8067   .5488   .9176  3  Poled Asym
20.0   60.0  22.36   43.16  6.588   3.294  21.6   .8113   .5382   .9066  3  Poled Asym
20.0  175.5  12.03  172.83  7.119  -7.097    .9  1.0000  1.0000   .0889  2  OPTDN Poled Asym
20.0  180.0  11.81  180.00  6.803  -6.803    .7  1.0000  1.0000  -.1000  5  Jib
20.0  179.0  11.80  178.42  6.815  -6.814    .8  1.0000  1.0000  -.0841  3  Jib
20.0  178.0  11.79  176.84  6.828  -6.824    .9  1.0000  1.0000  -.0680  3  Jib
20.0  177.0  11.79  175.26  6.840  -6.831    .9  1.0000  1.0000  -.0515  3  Jib
20.0  176.0  11.78  173.67  6.853  -6.836   1.0  1.0000  1.0000  -.0348  3  Jib
20.0  175.0  11.79  172.09  6.866  -6.840   1.1  1.0000  1.0000  -.0177  3  Jib
20.0  174.0  11.79  170.51  6.878  -6.840   1.2  1.0000  1.0000  -.0003  3  Jib
20.0  173.0  11.80  168.92  6.891  -6.839   1.3  1.0000  1.0000   .0175  3  Jib
20.0  172.0  11.81  167.34  6.903  -6.836   1.4  1.0000  1.0000   .0357  3  Jib
20.0  171.0  11.83  165.76  6.915  -6.830   1.5  1.0000  1.0000   .0542  3  Jib
20.0  170.0  11.85  164.18  6.927  -6.822   1.6  1.0000  1.0000   .0731  3  Jib
20.0  169.0  11.87  162.60  6.939  -6.812   1.7  1.0000  1.0000   .0924  3  Jib
20.0  168.0  11.90  161.03  6.951  -6.799   1.7  1.0000  1.0000   .1121  3  Jib
20.0  167.0  11.93  159.46  6.963  -6.784   1.8  1.0000  1.0000   .1323  3  Jib
20.0  166.0  11.96  157.90  6.974  -6.767   1.9  1.0000  1.0000   .1529  3  Jib
20.0  165.0  12.00  156.35  6.985  -6.747   2.0  1.0000  1.0000   .1739  3  Jib
20.0  164.0  12.04  154.80  6.996  -6.725   2.1  1.0000  1.0000   .1954  3  Jib
20.0  163.0  12.08  153.25  7.007  -6.701   2.2  1.0000  1.0000   .2173  3  Jib
20.0  162.0  12.13  151.72  7.018  -6.674   2.2  1.0000  1.0000   .2397  3  Jib
20.0  161.0  12.18  150.19  7.028  -6.645   2.3  1.0000  1.0000   .2626  3  Jib
20.0  160.0  12.23  148.67  7.039  -6.614   2.4  1.0000  1.0000   .2859  3  Jib
20.0  159.0  12.29  147.16  7.049  -6.581   2.5  1.0000  1.0000   .3096  3  Jib
20.0  158.0  12.35  145.66  7.059  -6.545   2.6  1.0000  1.0000   .3336  3  Jib
20.0  157.0  12.41  144.17  7.069  -6.507   2.6  1.0000  1.0000   .3580  3  Jib
20.0  156.0  12.48  142.69  7.078  -6.466   2.7  1.0000  1.0000   .3826  3  Jib
20.0  155.0  12.55  141.22  7.088  -6.424   2.8  1.0000  1.0000   .4074  3  Jib
20.0  154.0  12.62  139.76  7.097  -6.379   2.9  1.0000  1.0000   .4323  3  Jib
20.0  153.0  12.69  138.31  7.107  -6.332   2.9  1.0000  1.0000   .4572  3  Jib
20.0  152.0  12.77  136.87  7.116  -6.283   3.0  1.0000  1.0000   .4822  3  Jib
20.0  151.0  12.85  135.44  7.125  -6.232   3.1  1.0000  1.0000   .5072  3  Jib
20.0  150.0  12.93  134.03  7.135  -6.179   3.2  1.0000  1.0000   .5321  3  Jib
20.0  149.0  13.01  132.62  7.144  -6.123   3.3  1.0000  1.0000   .5569  3  Jib
20.0  148.0  13.10  131.23  7.153  -6.066   3.3  1.0000  1.0000   .5816  3  Jib
20.0  147.0  13.19  129.84  7.163  -6.007   3.4  1.0000  1.0000   .6062  3  Jib
20.0  146.0  13.28  128.47  7.172  -5.946   3.5  1.0000  1.0000   .6306  3  Jib
20.0  145.0  13.37  127.11  7.182  -5.883   3.6  1.0000  1.0000   .6549  3  Jib
20.0  144.0  13.47  125.76  7.192  -5.818   3.7  1.0000  1.0000   .6789  3  Jib
20.0  143.0  13.56  124.42  7.202  -5.752   3.7  1.0000  1.0000   .7027  3  Jib
20.0  142.0  13.66  123.09  7.212  -5.683   3.8  1.0000  1.0000   .7262  3  Jib
20.0  141.0  13.76  121.78  7.222  -5.613   3.9  1.0000  1.0000   .7494  3  Jib
20.0  140.0  13.87  120.47  7.232  -5.540   4.0  1.0000  1.0000   .7723  3  Jib
20.0  139.0  13.97  119.18  7.242  -5.466   4.1  1.0000  1.0000   .7949  3  Jib
20.0  138.0  14.08  117.90  7.253  -5.390   4.2  1.0000  1.0000   .8172  3  Jib
20.0  137.0  14.18  116.62  7.263  -5.312   4.3  1.0000  1.0000   .8392  3  Jib
20.0  136.0  14.29  115.36  7.274  -5.232   4.4  1.0000  1.0000   .8609  3  Jib
20.0  135.0  14.40  114.11  7.285  -5.151   4.5  1.0000  1.0000   .8825  3  Jib
20.0  134.0  14.52  112.87  7.296  -5.068   4.6  1.0000  1.0000   .9038  3  Jib
20.0  133.0  14.63  111.64  7.307  -4.983   4.7  1.0000  1.0000   .9251  3  Jib
20.0  132.0  14.74  110.42  7.319  -4.897   4.9  1.0000  1.0000   .9462  3  Jib
20.0  131.0  14.86  109.21  7.331  -4.810   5.0  1.0000  1.0000   .9672  3  Jib
20.0  130.0  14.98  108.00  7.344  -4.720   5.2  1.0000  1.0000   .9882  3  Jib
20.0  129.0  15.09  106.81  7.357  -4.630   5.3  1.0000  1.0000  1.0091  3  Jib
20.0  128.0  15.21  105.62  7.370  -4.538   5.5  1.0000  1.0000  1.0300  3  Jib
20.0  127.0  15.33  104.45  7.384  -4.444   5.8  1.0000  1.0000  1.0510  3  Jib
20.0  126.0  15.45  103.28  7.399  -4.349   6.2  1.0000  1.0000  1.0720  3  Jib
20.0  125.0  15.57  102.12  7.414  -4.252   6.6  1.0000  1.0000  1.0930  3  Jib
20.0  124.0  15.69  100.97  7.429  -4.154   7.1  1.0000  1.0000  1.1141  3  Jib
20.0  123.0  15.81   99.83  7.445  -4.055   7.6  1.0000  1.0000  1.1353  3  Jib
20.0  122.0  15.94   98.69  7.461  -3.953   8.1  1.0000  1.0000  1.1566  3  Jib
20.0  121.0  16.06   97.57  7.477  -3.851   8.6  1.0000  1.0000  1.1780  3  Jib
20.0  120.0  16.18   96.44  7.494  -3.747   9.2  1.0000  1.0000  1.1996  3  Jib
20.0  119.0  16.31   95.32  7.510  -3.641   9.7  1.0000  1.0000  1.2212  3  Jib
20.0  118.0  16.43   94.21  7.527  -3.534  10.4  1.0000  1.0000  1.2429  3  Jib
20.0  117.0  16.55   93.11  7.543  -3.425  11.0  1.0000  1.0000  1.2648  3  Jib
20.0  116.0  16.68   92.00  7.560  -3.314  11.7  1.0000  1.0000  1.2868  3  Jib
20.0  115.0  16.80   90.91  7.576  -3.202  12.5  1.0000  1.0000  1.3088  3  Jib
20.0  114.0  16.92   89.81  7.591  -3.088  13.2  1.0000  1.0000  1.3310  3  Jib
20.0  113.0  17.04   88.72  7.606  -2.972  14.1  1.0000  1.0000  1.3532  3  Jib
20.0  112.0  17.16   87.63  7.619  -2.854  15.0  1.0000  1.0000  1.3755  3  Jib
20.0  111.0  17.28   86.54  7.631  -2.735  15.9  1.0000  1.0000  1.3978  3  Jib
20.0  110.0  17.39   85.45  7.642  -2.614  16.9  1.0000  1.0000  1.4202  3  Jib
20.0  109.0  17.50   84.36  7.650  -2.491  18.0  1.0000  1.0000  1.4425  3  Jib
20.0  108.0  17.61   83.27  7.657  -2.366  19.1  1.0000  1.0000  1.4649  3  Jib
20.0  107.0  17.71   82.17  7.660  -2.239  20.2  1.0000  1.0000  1.4871  3  Jib
20.0  106.0  17.81   81.09  7.654  -2.110  21.4  1.0000  1.0000  1.5089  3  Jib
20.0  105.0  17.91   80.08  7.642  -1.978  21.5   .9882  1.0000  1.5050  8  Jib
20.0  104.0  18.01   79.09  7.628  -1.845  21.5   .9760  1.0000  1.4995  3  Jib
20.0  103.0  18.10   78.10  7.615  -1.713  21.4   .9641  1.0000  1.4937  3  Jib
20.0  102.0  18.20   77.12  7.601  -1.580  21.4   .9524  1.0000  1.4877  3  Jib
20.0  101.0  18.30   76.16  7.587  -1.448  21.4   .9409  1.0000  1.4815  3  Jib
20.0  100.0  18.40   75.20  7.572  -1.315  21.4   .9297  1.0000  1.4752  3  Jib
20.0   99.0  18.52   74.29  7.557  -1.182  21.4   .9293   .9793  1.4613  3  Jib
20.0   98.0  18.65   73.39  7.542  -1.050  21.4   .9328   .9520  1.4450  3  Jib
20.0   97.0  18.78   72.51  7.527   -.917  21.5   .9358   .9266  1.4292  3  Jib
20.0   96.0  18.91   71.62  7.511   -.785  21.5   .9382   .9028  1.4138  3  Jib
20.0   95.0  19.03   70.74  7.495   -.653  21.5   .9401   .8806  1.3989  3  Jib
20.0   94.0  19.16   69.85  7.486   -.522  21.5   .9414   .8595  1.3839  3  Jib
20.0   93.0  19.28   68.98  7.468   -.391  21.5   .9425   .8400  1.3699  3  Jib
20.0   92.0  19.40   68.12  7.450   -.260  21.5   .9433   .8217  1.3562  3  Jib
20.0   91.0  19.51   67.26  7.432   -.130  21.5   .9437   .8044  1.3429  3  Jib
20.0   90.0  19.63   66.41  7.414    .000  21.5   .9438   .7881  1.3299  3  Jib
20.0   89.0  19.74   65.56  7.395    .129  21.5   .9437   .7725  1.3172  3  Jib
20.0   88.0  19.85   64.71  7.376    .257  21.5   .9434   .7576  1.3048  3  Jib
20.0   87.0  19.96   63.88  7.357    .385  21.5   .9430   .7433  1.2926  3  Jib
20.0   86.0  20.06   63.04  7.337    .512  21.5   .9425   .7296  1.2807  3  Jib
20.0   85.0  20.17   62.21  7.318    .638  21.5   .9420   .7162  1.2690  3  Jib
20.0   84.0  20.27   61.39  7.298    .763  21.5   .9415   .7033  1.2574  3  Jib
20.0   83.0  20.38   60.57  7.278    .887  21.5   .9410   .6906  1.2460  3  Jib
20.0   82.0  20.48   59.75  7.257   1.010  21.5   .9406   .6783  1.2348  3  Jib
20.0   81.0  20.58   58.94  7.236   1.132  21.5   .9402   .6662  1.2237  3  Jib
20.0   80.0  20.68   58.13  7.215   1.253  21.5   .9399   .6544  1.2127  3  Jib
20.0   79.0  20.78   57.33  7.194   1.373  21.5   .9398   .6428  1.2019  3  Jib
20.0   78.0  20.87   56.54  7.173   1.491  21.6   .9397   .6314  1.1912  3  Jib
20.0   77.0  20.97   55.74  7.151   1.609  21.6   .9398   .6203  1.1806  3  Jib
20.0   76.0  21.06   54.96  7.129   1.725  21.6   .9400   .6093  1.1701  3  Jib
20.0   75.0  21.16   54.17  7.107   1.839  21.6   .9403   .5986  1.1597  3  Jib
20.0   74.0  21.25   53.39  7.084   1.953  21.6   .9408   .5882  1.1494  3  Jib
20.0   73.0  21.34   52.62  7.061   2.065  21.6   .9413   .5782  1.1392  3  Jib
20.0   72.0  21.43   51.85  7.038   2.175  21.6   .9419   .5686  1.1292  3  Jib
20.0   71.0  21.51   51.08  7.015   2.284  21.6   .9425   .5595  1.1194  3  Jib
20.0   70.0  21.60   50.31  6.991   2.391  21.5   .9432   .5508  1.1097  3  Jib
20.0   69.0  21.68   49.55  6.967   2.497  21.5   .9438   .5427  1.1001  3  Jib
20.0   68.0  21.76   48.80  6.943   2.601  21.5   .9445   .5350  1.0907  3  Jib
20.0   67.0  21.85   48.04  6.918   2.703  21.5   .9453   .5277  1.0815  3  Jib
20.0   66.0  21.92   47.29  6.893   2.804  21.5   .9461   .5208  1.0723  3  Jib
20.0   65.0  22.00   46.55  6.867   2.902  21.5   .9470   .5142  1.0633  3  Jib
20.0   64.0  22.08   45.80  6.841   2.999  21.5   .9479   .5080  1.0544  3  Jib
20.0   63.0  22.15   45.06  6.815   3.094  21.5   .9489   .5021  1.0456  3  Jib
20.0   62.0  22.22   44.33  6.788   3.187  21.5   .9501   .4966  1.0370  3  Jib
20.0   61.0  22.30   43.59  6.761   3.278  21.5   .9513   .4912  1.0284  3  Jib
20.0   60.0  22.36   42.86  6.733   3.366  21.5   .9527   .4861  1.0198  3  Jib
20.0   59.0  22.43   42.14  6.704   3.453  21.4   .9543   .4811  1.0113  3  Jib
20.0   58.0  22.50   41.42  6.674   3.537  21.4   .9562   .4762  1.0028  3  Jib
20.0   57.0  22.56   40.70  6.644   3.619  21.4   .9584   .4712   .9943  3  Jib
20.0   56.0  22.63   39.98  6.613   3.698  21.4   .9609   .4662   .9857  3  Jib
20.0   55.0  22.69   39.27  6.581   3.775  21.3   .9638   .4610   .9771  3  Jib
20.0   54.0  22.75   38.56  6.548   3.849  21.3   .9672   .4557   .9683  3  Jib
20.0   53.0  22.81   37.86  6.514   3.920  21.3   .9712   .4501   .9593  3  Jib
20.0   52.0  22.87   37.16  6.479   3.989  21.3   .9757   .4442   .9501  4  Jib
20.0   51.0  22.93   36.46  6.442   4.054  21.2   .9808   .4380   .9408  4  Jib
20.0   50.0  22.98   35.77  6.403   4.116  21.2   .9864   .4315   .9313  5  Jib
20.0   49.0  23.04   35.08  6.363   4.174  21.1   .9926   .4248   .9216  5  Jib
20.0   48.0  23.09   34.40  6.320   4.229  21.1   .9994   .4179   .9118  6  Jib
20.0   47.0  23.12   33.72  6.275   4.279  21.0  1.0000   .4169   .9054  5  Jib
20.0   46.0  23.15   33.05  6.226   4.325  20.9  1.0000   .4165   .8994  4  Jib
20.0   45.0  23.17   32.38  6.174   4.366  20.8  1.0000   .4162   .8935  4  Jib
20.0   44.0  23.19   31.72  6.118   4.401  20.7  1.0000   .4160   .8877  4  Jib
20.0   43.0  23.20   31.07  6.055   4.429  20.5  1.0000   .4159   .8818  4  Jib
20.0   42.0  23.20   30.44  5.986   4.449  20.3  1.0000   .4159   .8760  4  Jib
20.0   41.0  23.19   29.82  5.907   4.458  20.1  1.0000   .4159   .8702  4  Jib
20.0   40.0  23.18   29.23  5.816   4.455  19.7  1.0000   .4149   .8622  4  Jib
20.0   39.0  23.14   28.68  5.705   4.434  19.2  1.0000   .4134   .8533  4  Jib
20.0   38.0  23.09   28.17  5.569   4.388  18.6  1.0000   .4115   .8441  5  Jib
20.0   37.0  23.00   27.71  5.395   4.309  17.8  1.0000   .4091   .8339  5  Jib
20.0   36.0  22.87   27.31  5.178   4.189  16.9  1.0000   .4056   .8220  5  Jib
20.0   35.0  22.71   26.96  4.931   4.039  15.7  1.0000   .4004   .8070  4  Jib
20.0   34.0  22.50   26.67  4.631   3.839  14.2  1.0000   .3923   .7865  5  Jib
20.0   33.0  21.51   27.50  3.467   2.907   9.1  1.0000   .3297   .7226 31  Jib
20.0   33.0  21.61   27.76  3.308   2.774   7.0  1.0050   .2990   .6542 31  Jib
20.0  174.0  11.79  170.58  6.878  -6.840   1.2  1.0000  1.0000  -.0011  2  Jib OPTDN
20.0  180.0  11.65  180.00  7.006  -7.006   -.5  1.0000  1.0000   .0762  5  Poled Jib
20.0  179.0  11.64  178.40  7.018  -7.017   -.5  1.0000  1.0000   .1276  3  Poled Jib
20.0  178.0  11.63  176.79  7.032  -7.028   -.6  1.0000  1.0000   .1790  3  Poled Jib
20.0  177.0  11.62  175.18  7.047  -7.037   -.6  1.0000  1.0000   .2302  3  Poled Jib
20.0  176.0  11.62  173.57  7.062  -7.045   -.6  1.0000  1.0000   .2809  3  Poled Jib
20.0  175.0  11.62  171.96  7.077  -7.050   -.6  1.0000  1.0000   .3308  3  Poled Jib
20.0  174.0  11.62  170.34  7.092  -7.053   -.6  1.0000  1.0000   .3798  3  Poled Jib
20.0  173.0  11.63  168.73  7.106  -7.053   -.5  1.0000  1.0000   .4276  3  Poled Jib
20.0  172.0  11.65  167.12  7.119  -7.049   -.5  1.0000  1.0000   .4740  3  Poled Jib
20.0  171.0  11.67  165.51  7.129  -7.042   -.5  1.0000  1.0000   .5188  3  Poled Jib
20.0  170.0  11.69  163.91  7.138  -7.030   -.4  1.0000  1.0000   .5616  3  Poled Jib
20.0  169.0  11.72  162.32  7.144  -7.013   -.4  1.0000  1.0000   .6024  3  Poled Jib
20.0  168.0  11.76  160.74  7.148  -6.992   -.3  1.0000  1.0000   .6408  3  Poled Jib
20.0  167.0  11.80  159.17  7.148  -6.964   -.3  1.0000  1.0000   .6767  3  Poled Jib
20.0  166.0  11.85  157.61  7.145  -6.933   -.3  1.0000  1.0000   .7101  3  Poled Jib
20.0  165.0  11.90  156.07  7.140  -6.897   -.2  1.0000  1.0000   .7409  3  Poled Jib
20.0  164.0  11.96  154.53  7.135  -6.858   -.2  1.0000  1.0000   .7694  3  Poled Jib
20.0  163.0  12.02  153.01  7.130  -6.819   -.2  1.0000  1.0000   .7957  3  Poled Jib
20.0  162.0  12.08  151.49  7.126  -6.778   -.2  1.0000  1.0000   .8196  3  Poled Jib
20.0  161.0  12.14  149.99  7.124  -6.736   -.1  1.0000  1.0000   .8410  3  Poled Jib
20.0  160.0  12.20  148.48  7.124  -6.694    .0  1.0000  1.0000   .8596  3  Poled Jib
20.0  159.0  12.27  146.99  7.126  -6.653    .2  1.0000  1.0000   .8753  3  Poled Jib
20.0  158.0  12.34  145.50  7.129  -6.610    .3  1.0000  1.0000   .8868  3  Poled Jib
20.0  157.0  12.41  144.02  7.132  -6.565    .5  1.0000  1.0000   .8928  3  Poled Jib
20.0  156.0  12.48  142.56  7.133  -6.516    .7  1.0000  1.0000   .8919  3  Poled Jib
20.0  155.0  12.56  141.12  7.130  -6.462    .8  1.0000  1.0000   .8831  3  Poled Jib
20.0  154.0  12.64  139.70  7.123  -6.402   1.0  1.0000  1.0000   .8669  3  Poled Jib
20.0  153.0  12.73  138.31  7.113  -6.338   1.2  1.0000  1.0000   .8446  3  Poled Jib
20.0  152.0  12.83  136.94  7.099  -6.268   1.4  1.0000  1.0000   .8176  3  Poled Jib
20.0  151.0  12.92  135.60  7.083  -6.195   1.6  1.0000  1.0000   .7870  3  Poled Jib
20.0  150.0  13.02  134.28  7.064  -6.117   1.7  1.0000  1.0000   .7543  3  Poled Jib
